reference_product,unit,process_role,category,dataset_count
"wastewater treatment facility, capacity 4.7E10l/year",unit,transformation,processing/Others/Obsolete,2
"wastewater treatment facility, capacity 5E9l/year",unit,market,processing/Others/Obsolete,2
"wastewater treatment facility, capacity 5E9l/year",unit,market,processing/Waste/Market/Infrastructure,1
"wastewater treatment facility, capacity 5E9l/year",unit,transformation,processing/Waste/Transformation/Infrastructure,3
"wastewater, average",cubic meter,market,waste treatment/Others/Obsolete,1
"wastewater, average",cubic meter,market,waste treatment/Wastewater treatment/Market,4
"wastewater, average",cubic meter,transformation,waste treatment/Others/Obsolete,14
"wastewater, average",cubic meter,transformation,waste treatment/Others/Transformation,2
"wastewater, average",cubic meter,transformation,waste treatment/Wastewater treatment/Transformation,4
"wastewater, from residence",cubic meter,market,waste treatment/Others/Obsolete,3
"wastewater, from residence",cubic meter,transformation,waste treatment/Others/Obsolete,2
"wastewater, unpolluted",cubic meter,market,waste treatment/Others/Obsolete,1
"wastewater, unpolluted",cubic meter,market,waste treatment/Wastewater treatment/Market,2
"wastewater, unpolluted",cubic meter,transformation,waste treatment/Wastewater treatment/Transformation,2
"wastewater, unpolluted, from residence",cubic meter,market,waste treatment/Others/Obsolete,3
"wastewater, unpolluted, from residence",cubic meter,transformation,waste treatment/Others/Obsolete,2
"water discharge from petroleum extraction, offshore",kilogram,market,waste treatment/Wastewater treatment/Market,1
"water discharge from petroleum extraction, offshore",kilogram,transformation,waste treatment/Wastewater treatment/Transformation,1
"water discharge from petroleum/natural gas extraction, onshore",kilogram,market,waste treatment/Wastewater treatment/Market,1
"water discharge from petroleum/natural gas extraction, onshore",kilogram,transformation,waste treatment/Wastewater treatment/Transformation,1
"water pump operation, diesel",megajoule,market,material/Water/Industry water/Market,1
"water pump operation, diesel",megajoule,transformation,material/Water/Industry water/Transformation,17
"water pump operation, electric",megajoule,market,material/Water/Industry water/Market,1
"water pump operation, electric",megajoule,transformation,material/Water/Industry water/Transformation,17
"water pump, 22kW",unit,market,material/Water/Drinking water/Market/Infrastructure,1
"water pump, 22kW",unit,transformation,material/Water/Drinking water/Transformation/Infrastructure,1
water storage,unit,market,material/Water/Drinking water/Market/Infrastructure,1
water storage,unit,transformation,material/Water/Drinking water/Transformation/Infrastructure,2
water supply network,kilometer,market,material/Water/Drinking water/Market/Infrastructure,1
water supply network,kilometer,transformation,material/Water/Drinking water/Transformation/Infrastructure,2
"water works, capacity 1.1E10l/year",unit,market,material/Water/Drinking water/Market/Infrastructure,4
"water works, capacity 1.1E10l/year",unit,transformation,material/Water/Drinking water/Transformation/Infrastructure,14
"water works, capacity 6.23E10l/year",unit,market,material/Water/Drinking water/Market/Infrastructure,1
"water works, capacity 6.23E10l/year",unit,transformation,material/Water/Drinking water/Transformation/Infrastructure,2
"water, completely softened",kilogram,market,material/Water/Industry water/Market,3
"water, completely softened",kilogram,transformation,material/Water/Industry water/Transformation,3
"water, completely softened, from decarbonised water, at user",kilogram,market,material/Others/Obsolete,1
"water, decarbonised",kilogram,market,material/Water/Industry water/Market,13
"water, decarbonised",kilogram,transformation,material/Water/Industry water/Transformation,14
"water, decarbonised, at user",kilogram,market,material/Others/Obsolete,1
"water, decarbonised, at user",kilogram,transformation,material/Others/Obsolete,2
"water, deionised",kilogram,market,material/Water/Industry water/Market,3
"water, deionised",kilogram,transformation,material/Water/Industry water/Transformation,3
"water, deionised, from tap water, at user",kilogram,market,material/Others/Obsolete,1
"water, harvested from rainwater",kilogram,market,material/Water/Industry water/Market,1
"water, harvested from rainwater",kilogram,transformation,material/Water/Industry water/Transformation,1
"water, ultrapure",kilogram,market,material/Others/Obsolete,1
"water, ultrapure",kilogram,market,material/Water/Industry water/Market,3
"water, ultrapure",kilogram,transformation,material/Water/Industry water/Transformation,3
"wax, lost-wax casting",kilogram,market,material/Chemicals/Organic/Market,1
"wax, lost-wax casting",kilogram,transformation,material/Chemicals/Organic/Transformation,1
"weaned calves, live weight",kilogram,market,material/Agricultural/Animal production/Bovine/Market,3
"weaned calves, live weight",kilogram,transformation,material/Agricultural/Animal production/Bovine/Transformation,7
"weaned heifers, live weight",kilogram,market,material/Agricultural/Animal production/Bovine/Market,3
"weaned heifers, live weight",kilogram,transformation,material/Agricultural/Animal production/Bovine/Transformation,15
"weaving, bast fibre",kilogram,market,processing/Others/Obsolete,1
"weaving, bast fibre",kilogram,transformation,processing/Others/Obsolete,2
"weaving, synthetic fibre",kilogram,market,processing/Textiles/Market,1
"weaving, synthetic fibre",kilogram,transformation,processing/Textiles/Transformation,1
"weed control, by brush cutter, pasture",hectare,market,processing/Agricultural/Market,1
"weed control, by brush cutter, pasture",hectare,transformation,processing/Agricultural/Transformation,2
"welding, arc, aluminium",meter,market,processing/Metals/Welding/Market,1
"welding, arc, aluminium",meter,transformation,processing/Metals/Welding/Transformation,3
"welding, arc, steel",meter,market,processing/Metals/Welding/Market,1
"welding, arc, steel",meter,transformation,processing/Metals/Welding/Transformation,2
"welding, gas, steel",meter,market,processing/Metals/Welding/Market,1
"welding, gas, steel",meter,transformation,processing/Metals/Welding/Transformation,2
wheat bran,kilogram,market,material/Agricultural/Food/Market,2
wheat bran,kilogram,transformation,material/Agricultural/Food/Transformation,2
wheat flour,kilogram,market,material/Agricultural/Food/Market,2
wheat flour,kilogram,transformation,material/Agricultural/Food/Transformation,2
wheat flour mix,kilogram,market,material/Agricultural/Food/Market,1
wheat flour mix,kilogram,transformation,material/Agricultural/Food/Transformation,2
wheat grain,kilogram,market,material/Agricultural/Plant production/Cereals/Market,2
wheat grain,kilogram,market,material/Others/Obsolete,1
wheat grain,kilogram,transformation,material/Agricultural/Plant production/Cereals/Market/Import,1
wheat grain,kilogram,transformation,material/Agricultural/Plant production/Cereals/Transformation,10
"wheat grain, feed",kilogram,market,material/Agricultural/Animal feed/Market,1
"wheat grain, feed",kilogram,transformation,material/Agricultural/Animal feed/Transformation,2
"wheat grain, feed, organic",kilogram,market,material/Agricultural/Animal feed/Market,1
"wheat grain, feed, organic",kilogram,transformation,material/Agricultural/Animal feed/Transformation,2
"wheat grain, feed, Swiss integrated production",kilogram,market,material/Agricultural/Animal feed/Market,1
"wheat grain, feed, Swiss integrated production",kilogram,transformation,material/Agricultural/Animal feed/Transformation,1
"wheat grain, feed, Swiss integrated production",kilogram,transformation,material/Others/Obsolete,1
"wheat grain, organic",kilogram,market,material/Agricultural/Plant production/Cereals/Market,1
"wheat grain, organic",kilogram,transformation,material/Agricultural/Plant production/Cereals/Transformation,2
"wheat grain, Swiss integrated production",kilogram,market,material/Agricultural/Plant production/Cereals/Market,1
"wheat grain, Swiss integrated production",kilogram,transformation,material/Agricultural/Plant production/Cereals/Transformation,2
"wheat seed, for sowing",kilogram,market,material/Agricultural/Plant seeds/Market,1
"wheat seed, for sowing",kilogram,transformation,material/Agricultural/Plant seeds/Transformation,1
"wheat seed, organic, for sowing",kilogram,market,material/Agricultural/Plant seeds/Market,1
"wheat seed, organic, for sowing",kilogram,transformation,material/Agricultural/Plant seeds/Transformation,2
"wheat seed, Swiss integrated production, for sowing",kilogram,market,material/Agricultural/Plant seeds/Market,1
"wheat seed, Swiss integrated production, for sowing",kilogram,market,material/Others/Obsolete,1
"wheat seed, Swiss integrated production, for sowing",kilogram,transformation,material/Agricultural/Plant seeds/Transformation,1
whey,kilogram,market,material/Agricultural/Food/Market,1
whey,kilogram,transformation,processing/Waste/Transformation,3
white asparagus,kilogram,market,material/Agricultural/Plant production/Vegetables/Market,1
white asparagus,kilogram,transformation,material/Agricultural/Plant production/Vegetables/Transformation,4
white asparagus,kilogram,transformation,material/Others/Obsolete,1
white lined chipboard carton,kilogram,market,material/Paper+ Board/Packagings/Market,2
white lined chipboard carton,kilogram,transformation,material/Paper+ Board/Packagings/Transformation,2
white spirit,kilogram,market,material/Chemicals/Organic/Market,1
white spirit,kilogram,transformation,material/Chemicals/Organic/Transformation,9
"willow stem cutting, for planting",unit,market,processing/Wood/Market,1
"willow stem cutting, for planting",unit,transformation,processing/Wood/Transformation,2
"wind power plant, 2MW, offshore, fixed parts",unit,market,energy/Electricity by fuel/Wind/Market/Infrastructure,1
"wind power plant, 2MW, offshore, fixed parts",unit,transformation,energy/Electricity by fuel/Wind/Transformation/Infrastructure,1
"wind power plant, 2MW, offshore, moving parts",unit,market,energy/Electricity by fuel/Wind/Market/Infrastructure,1
"wind power plant, 2MW, offshore, moving parts",unit,transformation,energy/Electricity by fuel/Wind/Transformation/Infrastructure,1
"wind power plant, 800kW, fixed parts",unit,market,energy/Electricity by fuel/Wind/Market/Infrastructure,1
"wind power plant, 800kW, fixed parts",unit,transformation,energy/Electricity by fuel/Wind/Transformation/Infrastructure,1
"wind power plant, 800kW, moving parts",unit,market,energy/Electricity by fuel/Wind/Market/Infrastructure,1
"wind power plant, 800kW, moving parts",unit,transformation,energy/Electricity by fuel/Wind/Transformation/Infrastructure,1
